date,n_components,weighted_mean,weighted_median,pearson_skew,bowley_skew,boc_trim,boc_median,boc_spread
1998-05-01,59,2.3905815235195553,1.457399103139001,0.7938115097608358,0.2573791331330358,0.9,1.2,-0.29999999999999993
1998-06-01,59,1.6315163385316211,1.329956258791333,0.21374885064216476,0.17605718159876002,0.9,1.2,-0.29999999999999993
1998-07-01,59,1.731261589810578,1.5486139447363443,-0.44551803499988446,0.19238365415090705,1.1,1.2,-0.09999999999999987
1998-08-01,59,1.7597719894547064,1.4036387897421536,-0.07192080995045062,0.16381135899297325,1.1,1.2,-0.09999999999999987
1998-09-01,59,1.681474316934745,1.9428810078821501,-0.8112233334299993,-0.06139547204274984,1.0,1.2,-0.19999999999999996
1998-10-01,59,1.8838572581176984,1.9591723493868698,-0.7106051831373147,0.2355896577454484,1.2,1.2,0.0
1998-11-01,59,1.7509612197147975,1.7523175776906328,-1.2141112888212344,0.48868708075719064,1.2,1.3,-0.10000000000000009
1998-12-01,59,1.6967430524592952,1.7357125535689306,-1.079612282884162,0.25360536529831973,1.1,1.2,-0.09999999999999987
1999-01-01,59,1.2309903193162783,1.6615020590376437,-1.0262756698122346,0.1152848010870952,1.0,1.1,-0.10000000000000009
1999-02-01,59,1.1041158596576208,1.370204797776213,-0.5503947591717193,0.2504487396229631,1.0,1.1,-0.10000000000000009
1999-03-01,59,1.1862243127931313,1.357095407210189,-1.1111522548011772,0.4444974739031173,1.2,1.1,0.09999999999999987
1999-04-01,59,1.7052145436983286,1.8996887912029947,-0.6653598045509851,0.2711067677310731,1.3,1.1,0.19999999999999996
1999-05-01,59,1.6947708234098382,2.0153774464119247,-0.3004842898843545,0.07523950495296225,1.3,1.1,0.19999999999999996
