date,headline_yoy,headline_mom,cpi_trim,cpi_median,cpi_common,cpix,cpixfet,core_band_width,core_avg,headline_minus_core,abs_dev_from_target,abs_mom_dev
2012-08-01,1.3322231473771984,0.4125412541254203,1.5,1.6,1.7,1.6,1.0,0.7,1.48,-0.1477768526228016,0.6677768526228016,0.2473412541254203
2012-09-01,1.1618257261410747,0.16433853738702098,1.3,1.6,1.5,1.3,0.7,0.9000000000000001,1.28,-0.11817427385892532,0.8381742738589253,0.0008614626129790359
2012-10-01,1.0752688172043001,0.24610336341264194,1.3,1.6,1.6,1.3,0.9,0.7000000000000001,1.34,-0.26473118279569996,0.9247311827956999,0.08090336341264193
2012-11-01,0.9090909090909038,-0.08183306055646877,1.2,1.6,1.6,1.2,0.8,0.8,1.28,-0.3709090909090962,1.0909090909090962,0.2470330605564688
2012-12-01,0.9933774834437026,-0.08190008190007703,1.2,1.7,1.5,1.1,0.7,1.0,1.24,-0.2466225165562974,1.0066225165562974,0.24710008190007704
2013-01-01,0.49382716049382047,0.08196721311475308,1.0,1.4,1.4,1.0,0.5,0.8999999999999999,1.06,-0.5661728395061796,1.5061728395061795,0.08323278688524693
2013-02-01,1.2355848434925765,0.6552006552006606,1.2,1.6,1.5,1.4,1.0,0.6000000000000001,1.3399999999999999,-0.10441515650742339,0.7644151565074235,0.4900006552006606
2013-03-01,1.0699588477366184,-0.08136696501220841,1.2,1.6,1.5,1.4,0.9,0.7000000000000001,1.3199999999999998,-0.2500411522633814,0.9300411522633816,0.24656696501220843
2013-04-01,0.3281378178835004,-0.4071661237785018,0.9,1.5,1.3,1.1,0.6,0.9,1.08,-0.7518621821164997,1.6718621821164996,0.5723661237785018
2013-05-01,0.6584362139917754,0.0,1.1,1.6,1.2,1.1,0.6,1.0,1.1199999999999999,-0.46156378600822445,1.3415637860082246,0.1652
2013-06-01,1.1551155115511413,0.24529844644316512,1.3,1.8,1.2,1.3,0.9,0.9,1.3,-0.1448844884488587,0.8448844884488587,0.0800984464431651
2013-07-01,1.320132013201314,0.16313213703100793,1.3,1.7,1.3,1.4,1.1,0.5999999999999999,1.3599999999999999,-0.03986798679868597,0.6798679867986861,0.0020678629689920847
2013-08-01,0.9860312243221037,0.08143322475571146,1.1,1.6,1.1,1.3,0.9,0.7000000000000001,1.2000000000000002,-0.21396877567789652,1.0139687756778963,0.08376677524428855
